,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,MOYENNE
126,9.888,11.857000000000001,13.785,11.807,13.110999999999999,17.189,10.73,11.792,12.091,12.812000000000001,12.555,10.862,8.886000000000001,13.450999999999999,9.901,10.257,11.91,13.713,12.244000000000002,15.36,14.419,11.115,12.61,12.276
130,17.537,15.161,14.862,9.916,15.44,18.463,17.243,12.883,15.52,15.073,15.745,11.540999999999999,12.045,13.675999999999998,15.318,16.094,12.192,15.264000000000001,17.7,18.165,19.241,13.215,13.44,15.032
131,13.432,10.033999999999999,11.727,9.515,13.042,9.107999999999999,9.469,12.433,12.253,12.238,11.216,9.248,12.594000000000001,12.515,9.576,10.982000000000001,11.265,15.874,12.163,16.547,13.992,11.285,12.503,11.87
132,7.49,9.824,13.467,9.073,13.001,17.171,15.629000000000001,12.624,13.57,14.514000000000001,14.413,10.898,12.065999999999999,14.005999999999998,11.002,13.370999999999999,11.792,16.864,16.043,16.847,12.64,11.617,13.695,13.114
133,17.299,15.696,14.561,9.637,15.465,18.427,17.477999999999998,12.651,15.997,15.932,16.061,11.167,11.975999999999999,13.515999999999998,15.294,15.849,12.699000000000002,15.457,18.206,17.983,18.930999999999997,12.89,13.493,15.073
134,10.479000000000001,12.194,12.883,9.698,13.85,14.296,12.897,12.0,13.982000000000001,12.616,11.512,9.595,13.474,15.164000000000001,8.837,9.68,14.734000000000002,14.458,13.764000000000001,13.115,19.354,11.449000000000002,10.843,12.647
137,10.667,12.45,9.009,10.184,13.962,13.822000000000001,13.116,12.343,14.075,13.762,13.084000000000001,10.104,9.355,11.927,11.4,8.958,13.925999999999998,15.213,15.96,13.376,11.267000000000001,7.6739999999999995,11.690999999999999,12.058
138,13.493,10.122,11.752,9.312999999999999,12.753,9.427,9.285,12.28,11.88,12.481,11.261,9.111,12.807,12.204,9.212,10.51,11.334000000000001,16.502,12.033,16.25,14.135,10.625,12.699000000000002,11.802999999999999
139,13.655999999999999,14.068,18.531,10.491,14.933,19.012,16.477999999999998,12.450999999999999,16.484,15.0,12.475,10.975,11.834000000000001,16.567999999999998,14.530999999999999,16.335,16.309,15.741,15.555,17.452,17.819000000000003,12.052999999999999,13.359000000000002,14.874
141,9.949,12.569,9.818999999999999,8.315,12.863,15.65,14.083,8.533,11.273,13.072000000000001,12.585,9.384,10.045,11.107000000000001,7.853,7.78,11.878,12.802,15.277000000000001,13.421,12.584000000000001,8.442,12.939,11.401
144,9.777999999999999,5.029,10.082,10.817,11.979000000000001,11.004000000000001,10.73,7.042000000000001,6.321000000000001,12.876,14.003,7.771,8.677999999999999,9.998,8.587,16.312,11.909,13.985999999999999,13.937000000000001,14.345,13.177,5.254,13.613,10.749
147,17.359,15.481,14.754000000000001,9.576,15.319,18.102,17.17,12.624,15.787,15.557,15.902999999999999,11.095999999999998,12.24,13.138,15.79,15.950999999999999,12.547,15.684000000000001,17.969,17.629,19.288,12.958,13.136,15.003
149,7.269,4.829,11.921,9.544,11.98,11.839,11.238,10.283,14.341,13.397,15.82,9.565,5.72,11.22,11.412,7.921,13.104000000000001,13.366,15.152000000000001,12.745,14.421,7.718999999999999,13.849,11.245999999999999
152,5.479,7.776,10.585999999999999,11.173,11.960999999999999,14.790999999999999,12.520999999999999,9.45,10.744000000000002,14.074000000000002,13.043,7.972,9.164,9.165,9.729,14.639000000000001,11.102,14.209000000000001,13.183,14.585,12.402000000000001,7.119,11.047,11.127
153,7.691,13.895,14.444,13.619000000000002,13.475999999999999,17.929000000000002,15.917,13.06,15.936,14.525,14.378,11.463,10.519,15.110999999999999,14.319,14.814,14.414000000000001,16.471,15.617,16.595,17.567,11.165999999999999,14.770999999999999,14.248
155,10.493,10.509,13.01,12.777000000000001,10.888,17.663,16.259,11.357000000000001,13.597000000000001,13.514000000000001,13.839,8.732000000000001,7.777,11.964,11.864,11.494000000000002,11.383,14.561,15.735999999999999,14.584000000000001,10.333,7.527,11.902000000000001,12.251
156,9.096,11.627,13.32,10.46,13.753,15.499,13.491,8.992,14.307,12.573,12.864,8.579,10.517999999999999,12.981,11.614,10.917,13.662,15.842,15.448,12.544,17.454,8.638,11.714,12.43
159,8.039,12.276,11.422,8.993,10.870999999999999,14.559000000000001,14.682,9.189,11.120999999999999,13.806,12.957,9.032,6.165,11.91,8.774,12.193,13.533,13.292,15.79,14.693,11.895999999999999,5.886,12.895,11.477
160,13.126,13.817,18.655,10.512,15.712,19.4,15.809000000000001,12.584000000000001,16.47,14.374,13.093,11.927,12.437999999999999,16.425,14.302999999999999,17.042,16.282,15.333,15.742,17.542,17.474,11.952,14.164000000000001,14.964
162,7.997999999999999,7.638,12.261,9.602,12.651,15.032,12.465,9.988,12.253,14.055,14.091,10.722999999999999,10.394,10.776,8.512,7.462999999999999,12.699000000000002,14.489,14.843,10.489,12.856,5.846,12.73,11.298
164,9.975,10.425999999999998,12.745999999999999,12.427,9.054,15.020999999999999,10.907,11.442,10.975,12.322000000000001,12.065,7.152,8.475,12.084000000000001,9.788,11.935,12.955,15.795,13.212,15.185,13.482999999999999,7.782,11.027999999999999,11.575
169,10.549000000000001,9.85,9.883,11.604000000000001,11.931,13.606,9.173,11.959000000000001,12.267999999999999,13.495,13.095999999999998,10.543,8.163,8.298,9.191,11.16,13.623,15.135,14.379000000000001,10.675999999999998,13.259,5.931,12.865,11.332
176,5.047,8.581,9.783999999999999,9.203,12.874,11.839,13.128,9.806000000000001,12.718,14.057,13.122,11.366,11.464,14.237,11.030999999999999,9.332,12.01,15.136,13.261,15.29,12.543,7.2010000000000005,12.960999999999999,11.565
178,7.162000000000001,9.641,13.107000000000001,9.867,13.087,17.753,15.232000000000001,12.356,13.683,14.943,14.443,10.662,11.94,13.741,11.034,13.22,11.203,17.121,16.109,16.867,12.112,11.735999999999999,13.937000000000001,13.085
184,5.445,6.755,16.423,12.853,15.624,14.126,14.27,11.965,7.665,14.481,14.800999999999998,8.896,11.488,11.8,10.395,11.458,10.448,16.691,13.87,10.207,13.668,6.7860000000000005,12.04,11.833
185,5.053,6.309,11.488,12.321,12.616,11.007,13.190999999999999,10.288,12.505999999999998,12.453,14.24,9.203,6.763,12.667,10.981,12.924000000000001,12.523,13.584000000000001,15.561,17.457,14.845,9.148,12.527999999999999,11.724
190,10.024,9.057,10.571,8.17,14.712,13.039000000000001,14.456,11.479000000000001,7.428,11.92,13.86,8.086,10.863,9.437000000000001,12.937000000000001,13.074000000000002,12.555,14.263,15.248,13.867,12.543,12.161,12.635,11.843
191,6.505,9.67,13.112,9.896,12.969000000000001,17.516,15.3,12.735,13.824000000000002,14.207,14.622,10.697000000000001,12.05,13.610999999999999,11.283,13.105,11.119000000000002,17.444000000000003,15.318,16.032,12.519,11.390999999999998,13.884,12.992
194,5.348,6.526,9.562000000000001,10.289000000000001,11.765,13.507,11.825999999999999,9.636000000000001,13.800999999999998,12.287,12.654000000000002,8.302999999999999,11.157,12.703,7.218999999999999,10.812000000000001,13.735999999999999,13.264000000000001,13.173,13.684000000000001,14.675,8.386000000000001,11.414000000000001,11.119000000000002
195,5.926,12.355,15.401,11.847000000000001,11.492,15.625,14.208,11.477,15.345,12.645999999999999,12.722000000000001,11.755,9.996,13.388,8.883,10.626,11.565,13.762,14.652999999999999,14.558,12.956,8.113999999999999,13.157,12.280999999999999
207,13.761,11.481,11.06,10.323,14.3,15.527999999999999,11.515999999999998,12.450999999999999,10.51,13.640999999999998,13.572000000000001,10.405999999999999,10.512,14.997,12.981,16.631,13.079,16.988,15.667,17.679000000000002,14.229000000000001,11.593,13.713,13.331
208,4.928,6.189,10.308,10.144,11.663,13.184000000000001,11.565999999999999,10.418,14.384,12.573,12.593,7.777,10.716,12.5,7.699,10.977,13.509,13.59,13.197000000000001,13.519,14.889000000000001,8.418,11.288,11.132
211,10.411,5.29,11.786,8.907,10.667,13.134,10.103,10.499,11.806,12.715,12.128,8.972999999999999,10.177999999999999,12.793,9.522,10.46,12.529000000000002,14.427999999999999,15.195,11.102,14.039000000000001,10.13,12.167,11.259
217,6.792999999999999,9.76,15.282,7.926,13.280999999999999,15.686,10.312000000000001,11.447000000000001,11.435,13.866,13.224,8.716000000000001,9.762,13.540999999999999,10.013,11.239,13.380999999999998,16.307000000000002,16.975,9.769,13.774000000000001,7.975,13.777000000000001,11.924000000000001
220,9.446,4.805,9.575,10.610999999999999,11.96,10.581,10.673,7.507000000000001,5.664,12.536,14.258,7.617000000000001,8.992,10.538,8.823,16.345,12.27,13.790999999999999,13.764000000000001,14.145999999999999,13.165,4.583,13.155999999999999,10.644
224,13.734000000000002,9.4,9.258,12.626,12.046,16.491,12.591,12.247,12.597999999999999,12.299000000000001,11.173,8.515,9.92,10.963,11.356,15.63,12.878,15.862,13.762,18.217,14.577,9.777000000000001,11.094000000000001,12.479000000000001
226,12.136,12.514000000000001,16.756,7.699,13.448,17.154,12.304,11.495,13.024000000000001,12.752,11.960999999999999,9.742,11.948,14.622,12.269,12.001,14.102,13.772,12.18,10.869000000000002,13.860999999999999,8.289,11.8,12.465
228,10.412,15.572000000000001,14.536,10.693,12.197000000000001,16.386,13.23,11.487,13.387,12.059000000000001,13.712,11.32,11.998,14.455,12.165,14.185,12.899000000000001,16.688,14.812999999999999,15.299000000000001,14.397,10.655999999999999,13.422,13.302999999999999
230,5.879,7.251,10.734000000000002,11.075,12.273,14.671,12.707,9.927,10.775,14.144,13.061,8.089,8.945,8.668,9.482000000000001,14.558,11.284,13.884,14.069,14.83,12.46,7.307,11.255999999999998,11.187999999999999
239,8.327,12.200999999999999,12.818,10.373,12.39,13.958,11.284,12.649000000000001,12.812999999999999,14.061,14.139000000000001,10.685,8.687999999999999,13.270999999999999,12.838,11.4,12.357999999999999,16.283,16.515,13.572000000000001,11.607000000000001,9.487,11.9,12.331
240,6.1339999999999995,8.225,10.682,11.335999999999999,14.292,13.8,12.205,10.263,10.436,12.115,12.681,6.376,10.068,12.884,10.839,13.633,12.427999999999999,15.380999999999998,15.213,16.887999999999998,11.39,9.53,11.984000000000002,11.686
247,9.997,15.469000000000001,14.412,10.302999999999999,12.2,16.903,13.085,11.834000000000001,13.546,12.083,13.38,11.464,11.296,14.469000000000001,12.626,14.127,12.642000000000001,16.934,15.025,14.835999999999999,14.932,10.593,13.009,13.267999999999999
249,9.878,11.475999999999999,13.735,11.689,13.369000000000002,17.352999999999998,11.2,11.924000000000001,11.606,12.14,12.863,10.5,9.411,13.315,10.017000000000001,10.539000000000001,12.418,13.474,12.716,15.4,14.408,10.687999999999999,12.484000000000002,12.287
252,7.4239999999999995,12.2,14.159,9.493,11.895,14.18,11.696,11.543,9.382,13.949000000000002,10.9,8.044,8.67,12.325999999999999,8.071,13.559000000000001,12.599,14.595999999999998,15.405,13.757,14.296,7.285,11.959000000000001,11.626
256,13.186,9.36,14.674000000000001,9.057,13.829,14.072000000000001,12.137,12.839,13.401,12.467,11.665999999999999,8.404,9.481,12.181,8.841000000000001,8.251,13.158,14.755999999999998,14.584000000000001,14.874,14.985,8.8,12.572000000000001,12.069
258,17.711,15.395999999999999,14.071,9.525,15.175,18.012999999999998,16.989,12.366,16.245,15.529000000000002,16.022000000000002,11.981,11.97,13.83,14.892000000000001,16.046,12.462,15.517999999999999,18.256,17.769000000000002,19.055999999999997,12.522,13.059000000000001,14.974
265,6.58,10.607000000000001,11.97,7.189,10.842,11.332,11.22,8.874,10.527000000000001,14.722999999999999,14.833,9.795,10.897,10.883,14.142000000000001,11.129000000000001,13.127,16.387999999999998,14.448,11.352,11.293,9.119,14.424000000000001,11.552
266,8.07,7.316,12.034,10.185,12.475999999999999,15.145,12.455,9.607000000000001,12.32,14.207,13.963,10.475,10.309000000000001,10.960999999999999,8.486,7.902,12.41,14.864,14.814,10.196,12.913,6.135,12.880999999999998,11.31
269,13.482999999999999,11.533,11.107000000000001,9.509,13.970999999999998,15.559000000000001,11.384,12.345,10.37,13.658,13.470999999999998,9.954,10.332,15.015999999999998,12.689,16.590999999999998,13.914000000000001,16.933,15.854000000000001,17.589000000000002,14.645999999999999,11.249,13.776,13.258
271,9.259,10.796,15.737,11.897,12.843,14.277000000000001,14.279000000000002,13.274000000000001,13.198,13.569,13.069,10.149,9.782,14.703,12.581,13.802,13.395999999999999,15.315,13.522,19.088,15.206,10.435,11.757,13.127
279,17.643,15.835999999999999,14.579,9.765,15.72,18.352,17.206,12.967,16.35,15.703,16.304000000000002,11.209000000000001,12.013,13.649000000000001,15.317,16.405,12.687000000000001,15.456,17.909000000000002,17.619,19.281,12.972999999999999,13.472000000000001,15.148
286,11.710999999999999,15.209000000000001,17.104,7.428999999999999,13.421,16.207,14.133,12.41,14.556,13.132,13.919,12.163,10.647,10.883,10.919,10.449000000000002,10.135,14.288,15.110999999999999,9.463,16.829,10.321,12.145999999999999,12.720999999999998
287,7.015,9.882,15.109000000000002,8.112,13.385,15.4,11.069,11.398,11.34,14.357000000000001,13.415,9.058,9.833,14.113,9.53,11.402999999999999,12.911,16.054000000000002,17.315,9.856,13.905,8.139,13.573,12.007
