,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,MOYENNE
143,9.215,8.833,9.443,7.731,11.834000000000001,10.523,10.75,12.345999999999998,8.036,11.975999999999999,11.905,9.734,11.43,11.530999999999999,7.8839999999999995,5.894,10.274000000000001,11.662,11.702,11.390999999999998,5.056,7.983,11.302,9.932
145,5.317,5.396,7.234,11.571,11.582,15.133,12.068,10.649000000000001,8.545,14.827,12.745999999999999,9.934,7.438,10.663,8.814,11.023,11.354000000000001,14.716,10.65,14.732000000000001,11.032,6.971,13.892999999999999,10.708
148,12.515,10.565,16.386,10.475,14.209000000000001,14.208,14.960999999999999,9.227,13.579,13.847000000000001,14.205,10.267000000000001,10.026,13.185,10.083,16.543,13.298,15.198,14.552999999999999,11.455,13.546,10.536,14.589,12.933
150,8.101,6.96,10.742,11.546,10.849,14.258,12.235,10.707,10.357000000000001,12.969000000000001,12.533,9.631,9.175,11.478,9.887,9.843,10.738,14.312999999999999,14.802,12.119000000000002,12.045,7.694,12.458,11.106
158,9.812000000000001,12.370999999999999,13.446,9.917,13.431,15.200999999999999,14.604000000000001,9.673,13.437000000000001,12.151,12.557,9.769,9.709,12.475999999999999,11.145,11.489,13.599,13.607000000000001,13.927,13.085999999999999,13.545,10.104,10.993,12.175999999999998
161,14.020999999999999,14.046,15.134,10.932,15.427,17.132,12.238,13.073,11.79,13.174000000000001,10.853,11.672,10.202,14.954,13.432,12.165,12.847999999999999,16.137999999999998,14.773,17.053,14.027000000000001,11.592,12.383,13.437000000000001
165,8.62,10.542,14.818,8.345,10.044,11.224,11.605,12.254000000000001,13.405,12.963,13.447000000000001,10.442,10.698,9.522,7.462999999999999,13.232000000000001,8.322000000000001,13.284,11.860999999999999,12.832,8.767000000000001,7.45,13.007,11.05
170,9.192,10.806,13.259,12.449000000000002,15.231,14.609000000000002,14.21,11.56,15.399000000000001,13.307,15.085,9.521,9.665,12.69,11.445,13.798,12.558,14.542,15.244000000000002,17.662,13.652999999999999,10.955,14.0,13.08
173,7.682,12.870999999999999,14.165,9.183,12.043,14.405,11.833,11.214,8.951,13.977,11.673,7.81,8.951,11.612,8.241,13.472000000000001,12.905,14.547,15.110999999999999,14.276,14.654000000000002,7.226,11.727,11.675
174,6.404,9.709,9.131,10.782,11.205,14.417,12.960999999999999,14.610999999999999,13.844000000000001,12.13,12.939,9.242,9.527000000000001,10.904000000000002,9.447000000000001,11.759,12.706,13.575999999999999,12.289000000000001,13.390999999999998,10.470999999999998,7.49,12.843,11.382
175,11.783,10.312999999999999,15.63,10.123,14.14,14.097999999999999,14.950999999999999,10.0,12.847999999999999,14.162,13.762,10.89,10.148,13.258,10.321,17.455,13.629000000000001,14.960999999999999,14.535,10.978,13.960999999999999,10.193,14.767999999999999,12.909
177,19.457,12.437000000000001,14.395999999999999,8.842,15.198,14.311,15.857000000000001,12.216,12.222000000000001,12.751,12.892999999999999,10.952,12.594000000000001,14.341,14.007,14.49,14.450999999999999,16.192,15.720999999999998,14.672,17.52,8.606,11.675,13.73
179,5.934,10.745,11.475999999999999,7.2589999999999995,11.66,10.376,10.07,10.081,10.677,11.767999999999999,11.661,10.555,9.592,9.627,10.152000000000001,10.719000000000001,11.599,13.913,12.145,16.683,14.194,10.195,11.902999999999999,10.999
180,7.061,5.43,9.13,9.753,8.47,12.444,10.134,7.58,6.1339999999999995,13.798,14.095,7.847,9.495,9.847000000000001,8.799,8.283999999999999,9.977,12.353,10.45,10.376,10.359000000000002,4.885,13.404000000000002,9.57
181,8.479,7.997000000000001,11.552999999999999,8.437000000000001,12.359000000000002,13.225999999999999,8.434,11.821,13.172,12.030999999999999,12.274000000000001,10.832,9.312000000000001,10.802,13.546,11.767000000000001,11.605,13.937000000000001,14.690999999999999,13.66,10.905,8.547,11.614,11.347999999999999
182,5.754,13.684000000000001,12.773,13.9,11.854000000000001,5.3229999999999995,6.172000000000001,7.612,7.8020000000000005,10.81,12.74,8.361,9.861,9.764,13.008,17.24,11.014000000000001,13.474,12.657,13.162,8.179,6.516,12.700999999999999,10.624
186,6.3870000000000005,6.792999999999999,9.55,11.380999999999998,12.030999999999999,10.972999999999999,10.915,10.7,10.224,14.25,13.224,5.671,6.856,8.708,8.706,8.247,11.148,14.64,14.248,14.642000000000001,8.806000000000001,4.782,14.453,10.319
188,7.992000000000001,6.638,10.58,11.809000000000001,10.73,13.770999999999999,12.44,10.075,9.998,12.864,12.302999999999999,10.248,9.338,11.187000000000001,9.705,9.443999999999999,11.213,14.488,14.485999999999999,11.98,12.249,8.075,12.783,11.061
189,8.607999999999999,7.474,10.265999999999998,12.220999999999998,12.206,13.597999999999999,8.708,8.418,10.505999999999998,14.003,15.297,7.742000000000001,7.152,10.353,8.77,8.935,12.095999999999998,12.517000000000001,14.629000000000001,10.870999999999999,14.923,7.791,13.042,10.875
202,10.155,12.265,15.3,15.270999999999999,15.032,17.408,14.692,12.216,15.482999999999999,13.569,13.140999999999998,11.324000000000002,11.414000000000001,15.577,9.656,12.58,15.967,17.223,16.719,16.727999999999998,14.888,9.772,13.463,13.905999999999999
203,8.562000000000001,7.441,10.05,12.583,12.257,13.383,8.861,8.243,10.542,14.042,15.228,7.435,6.995,9.974,9.315,8.179,11.872,12.610999999999999,14.892000000000001,10.597000000000001,14.981,7.242999999999999,12.655999999999999,10.78
204,12.225999999999999,15.652000000000001,17.614,12.71,15.489,16.809,14.355,11.884,14.074000000000002,14.604000000000001,13.452,10.838,11.498,15.347000000000001,13.277000000000001,16.425,14.637,16.072,15.509,16.119,16.98,10.036,13.850999999999999,14.324000000000002
205,7.372999999999999,10.302,10.684000000000001,9.16,12.526,11.35,11.307,12.544,13.269,13.187999999999999,12.853,8.055,7.356,10.104,8.843,9.754,13.241,13.003,12.293,13.975,9.587,7.226,12.925999999999998,10.91
206,18.788,12.109000000000002,14.104000000000001,8.937999999999999,14.664000000000001,14.325999999999999,15.775,12.069,12.887,12.697000000000001,13.007,10.91,12.213,14.293,14.249,14.238,15.3,15.824000000000002,16.179000000000002,14.604000000000001,17.143,8.693999999999999,11.557,13.677
209,5.502000000000001,7.83,13.588,10.46,12.604000000000001,13.297,13.13,10.977,15.185,12.168,13.199000000000002,9.263,9.868,11.614,10.380999999999998,8.568,13.004000000000001,14.28,13.759,11.468,12.734000000000002,6.29,10.460999999999999,11.288
210,5.292999999999999,9.435,14.575999999999999,8.59,12.815999999999999,10.654000000000002,12.992,10.932,13.859000000000002,13.302999999999999,11.770999999999999,10.284,13.959000000000001,14.002,13.155999999999999,14.007,15.460999999999999,15.744000000000002,15.085999999999999,12.468,15.198,11.127,13.477,12.53
212,6.831,12.017999999999999,12.6,10.241,12.606,16.077,12.69,11.815,14.091,12.792,12.225,9.3,9.637,11.603,10.79,9.023,12.356,16.2,11.806,9.002,12.857000000000001,6.813,14.315999999999999,11.639000000000001
214,12.312999999999999,11.095999999999998,15.704,9.79,14.443,14.73,14.554,10.171,13.453,13.894,13.827,10.968,9.787,13.272,9.529,17.094,13.269,15.084000000000001,14.784,11.011,14.078,10.839,14.583,12.968
215,10.044,6.66,8.144,7.221,11.790999999999999,14.094000000000001,11.772,11.165,11.595,13.98,14.337,8.499,7.472,10.917,8.908999999999999,10.76,10.870999999999999,12.219000000000001,12.540999999999999,11.873,9.69,10.15,12.482999999999999,10.747
219,6.422000000000001,6.5089999999999995,9.634,10.897,12.35,10.860999999999999,10.769,10.534,9.835,13.677,12.765,5.597,6.818,9.095,8.647,9.0,10.494000000000002,14.542,14.058,14.413,8.962,5.61,14.198,10.247
222,9.22,4.6819999999999995,9.442,10.865,10.463,12.2,9.632,9.415,11.298,12.074000000000002,11.408,6.84,6.142,9.953,7.867999999999999,9.78,8.609,11.232999999999999,12.940999999999999,12.693,7.16,6.943,11.755,9.679
223,13.492,8.737,9.42,12.530999999999999,11.863,16.862000000000002,12.357999999999999,11.835999999999999,13.062000000000001,12.56,11.622,8.383,8.767999999999999,10.355,11.945,15.309000000000001,13.068,16.089000000000002,14.155,17.486,14.360999999999999,9.942,11.415,12.418
227,7.834,4.303,6.066,6.94,10.193,14.027999999999999,9.62,8.045,9.267000000000001,12.694,8.908999999999999,8.524,9.396,10.68,8.357999999999999,8.732000000000001,11.74,11.972999999999999,10.765,9.908999999999999,12.099,5.571000000000001,13.157,9.513
229,18.668,12.491,14.198,8.762,14.722000000000001,14.307,15.696,12.315,12.392000000000001,12.172,12.712,10.454,12.232999999999999,14.79,14.772,14.645999999999999,14.609000000000002,15.647,15.658,14.588,17.195,8.016,11.347000000000001,13.582
231,10.107000000000001,6.457999999999999,8.0,7.171,12.030999999999999,13.937000000000001,11.575,11.04,10.905999999999999,13.71,14.432,8.232000000000001,7.274,10.775,8.533,10.65,11.008,11.966,13.162,11.878,9.892000000000001,10.038,12.620999999999999,10.669
234,12.405999999999999,11.503,10.102,8.399,10.946,12.085999999999999,8.161,8.599,12.579,10.835999999999999,11.42,8.332,7.215,10.455,10.113999999999999,10.981,10.193,12.672,15.252,10.899000000000001,13.229000000000001,8.754,11.831,10.738
246,9.669,11.593,13.234000000000002,9.564,13.035,14.989,14.375,9.783,13.032,12.319,12.467,9.34,10.006,12.923,11.198,11.514000000000001,13.409,13.34,13.987,13.411,13.786,9.974,10.995999999999999,12.085
250,7.053,10.224,11.742,7.403,10.915,11.245999999999999,11.257,8.636000000000001,10.460999999999999,14.748,14.425999999999998,9.647,10.390999999999998,11.554,13.492,11.413,13.112,16.114,14.933,11.298,11.505999999999998,9.165,14.297,11.523
251,7.856,4.821000000000001,10.805,10.421,13.005999999999998,14.69,11.565999999999999,12.806,13.915,13.960999999999999,14.765,11.695,9.398,11.084000000000001,11.368,10.677,11.703,14.395999999999999,13.921,12.102,13.870999999999999,7.94,13.247,11.74
253,6.691,8.894,10.655,8.792,11.02,12.832,12.35,9.717,11.328,12.785,11.911,9.636000000000001,8.831,11.047,8.205,8.333,10.597999999999999,12.914000000000001,14.083,12.827,10.445,5.007,12.017999999999999,10.475
254,10.981,7.403,10.163,10.125,11.392999999999999,14.594000000000001,9.363,10.068,7.808,11.962,10.905999999999999,6.267,8.607000000000001,9.978,8.901,8.74,9.897,13.82,12.575,16.945999999999998,8.946,6.597,10.357999999999999,10.277999999999999
255,9.751,11.684000000000001,13.42,10.119,12.991,15.251,14.43,10.044,12.987,12.277999999999999,12.933,9.845,9.211,12.535,11.184000000000001,11.856,13.918,13.527000000000001,14.235999999999999,13.693,13.49,10.329,11.088,12.209000000000001
257,9.424,11.078,12.919,12.814,15.022,14.73,14.130999999999998,11.532,15.001,13.735,15.001,9.586,9.264,12.663,11.864,13.198,12.788,15.058,15.275,17.221,14.164000000000001,11.190999999999999,13.735,13.104000000000001
260,6.439,10.578,11.495999999999999,6.782,11.850999999999999,10.073,9.779,9.452,10.805,11.937999999999999,11.979000000000001,10.754000000000001,9.335,9.125,10.161,10.747,11.425999999999998,14.294,12.479000000000001,16.389,13.915999999999999,9.868,12.270999999999999,10.954
270,10.815999999999999,7.6739999999999995,7.364,7.669,8.162,12.08,11.647,11.675999999999998,11.064,14.267000000000001,13.127,7.9110000000000005,9.777999999999999,10.635,10.924000000000001,8.992,11.984000000000002,14.661,11.895999999999999,13.341,9.564,7.518,12.707,10.672
273,4.913,8.055,14.011,10.312000000000001,12.484000000000002,13.312999999999999,13.380999999999998,10.953,14.773,12.423,12.949000000000002,9.577,9.95,12.275,9.959,8.594,13.056,14.404000000000002,14.062999999999999,11.415,12.177999999999999,6.329,10.674000000000001,11.306
274,7.937,10.463,12.51,13.517999999999999,13.342,14.192,11.089,8.537,12.99,13.988,13.939,8.502,9.869,12.207,10.431,10.895,13.489,14.729000000000001,15.289000000000001,11.652999999999999,11.332,8.912,13.734000000000002,11.892999999999999
275,8.359,4.419,6.303999999999999,7.053,10.571,13.942,9.198,8.373,9.392999999999999,12.485,9.142999999999999,8.747,9.184,10.862,8.71,8.499,11.869000000000002,11.722000000000001,10.645999999999999,10.137,12.466,5.184,12.755,9.566
276,8.256,10.677999999999999,12.885,13.654000000000002,13.652000000000001,14.401,11.409,8.378,13.812999999999999,13.997,13.647,8.359,9.797,12.095,10.790999999999999,10.935,13.415,14.437000000000001,15.219000000000001,11.57,12.067,8.781,13.077,11.97
277,5.385,9.48,14.054,9.08,12.507,10.880999999999998,12.876,11.37,13.589,13.558,12.19,9.513,13.865,14.038,12.777000000000001,13.905,15.27,16.129,15.165,12.947000000000001,15.515,11.092,13.044,12.532
278,6.489,5.755,8.314,7.855,11.257,11.568,12.639000000000001,9.835,10.605,13.332,13.2,7.364,10.477,9.33,11.017000000000001,6.8629999999999995,12.130999999999998,14.049000000000001,15.511,13.054,11.979000000000001,4.987,11.989,10.417
280,13.455,14.179,14.282,10.161,14.977,17.459,12.322000000000001,13.139000000000001,12.04,12.337,11.017000000000001,11.614,10.475999999999999,14.683,13.274000000000001,12.353,13.014000000000001,15.925,14.993,17.062,14.453,11.067,12.293,13.329
281,12.289000000000001,13.302999999999999,11.815999999999999,8.402999999999999,12.784,16.5,12.193,9.15,11.605,12.939,12.710999999999999,11.047,7.025,10.122,12.802,11.423,13.530999999999999,14.479000000000001,15.985999999999999,17.169,14.117,8.674,11.05,12.222000000000001
284,12.757,11.347000000000001,9.988,7.8020000000000005,11.494000000000002,12.273,8.167,8.113,12.046,11.515,11.171,8.276,7.013999999999999,10.703,9.981,10.794,9.984,12.265999999999998,15.698,11.277999999999999,12.914000000000001,9.286,11.287,10.702
289,5.325,9.008,14.065999999999999,8.892000000000001,12.897,11.07,12.857999999999999,10.991,13.634,13.477,12.515,9.926,13.867,13.98,12.995,13.939,15.415999999999999,16.024,14.437999999999999,12.456,15.023,10.605,13.113,12.457
299,6.565,9.831,9.394,11.29,11.38,13.84,12.886,14.218,14.356,12.148,13.187999999999999,9.433,9.836,11.386,10.181000000000001,11.755,12.470999999999998,13.039000000000001,12.239,13.779000000000002,10.972999999999999,7.593,12.997,11.512
300,18.89,12.494000000000002,14.712,8.853,14.955,14.722999999999999,15.780999999999999,12.117,12.017999999999999,12.482000000000001,12.845,10.731,12.459000000000001,14.662,14.159,14.26,14.523,15.946,15.564,14.69,17.178,8.574,11.63,13.663
305,5.882999999999999,12.357999999999999,15.390999999999998,11.661,11.654000000000002,16.172,13.78,11.969000000000001,14.735999999999999,12.888,12.644,11.675999999999998,9.359,13.665999999999999,9.355,10.167,12.216,13.865,14.164000000000001,14.457,13.363,7.813,13.027000000000001,12.272
310,5.399,6.242999999999999,10.761,9.113,9.719,14.493,11.873,10.484000000000002,12.882,13.189,12.767999999999999,6.926,9.863,13.708,9.675,9.65,11.224,14.309000000000001,14.382,13.038,12.069,5.327999999999999,12.495999999999999,10.852
314,5.252999999999999,6.519,11.16,9.206,9.838,14.397,11.515999999999998,10.058,12.879000000000001,13.55,12.669,6.519,9.482999999999999,13.796,9.481,8.865,10.995,14.192,14.64,13.214,11.754000000000001,5.727,12.277000000000001,10.782
321,4.864,5.06,11.947000000000001,8.464,8.397,14.047,13.357999999999999,10.523,14.429,12.367,11.854000000000001,7.688,8.955,11.187000000000001,6.744,7.247999999999999,11.135,11.190999999999999,11.084000000000001,13.184000000000001,5.345,5.492999999999999,11.305,9.82
324,5.456,13.395999999999999,12.956,14.013,11.558,5.526,6.178999999999999,7.197,7.484,11.128,12.940999999999999,8.08,9.004,9.902000000000001,12.692,16.985,10.884,13.6,12.352,13.946,8.253,6.434,12.66,10.549000000000001
326,7.617999999999999,12.997,14.362,9.578,11.47,14.054,11.75,10.913,9.682,12.942,11.493,8.013,8.872,12.065,7.99,13.279000000000002,12.92,14.985999999999999,15.152999999999999,14.702,14.261,7.421,11.764000000000001,11.664000000000001
331,7.6579999999999995,10.12,12.633,13.602,13.623,14.251,11.109000000000002,8.706,13.261,14.014000000000001,13.482000000000001,8.209,9.801,11.623,10.56,10.189,13.679,14.46,14.978,11.145,12.005,9.237,12.901,11.793
336,6.404,9.859,8.666,11.159,11.162,14.263,12.945,14.095,14.181,12.151,13.118,9.093,9.677,11.715,9.855,11.585999999999999,12.687999999999999,13.434000000000001,12.4,14.454,10.73,7.287999999999999,12.995999999999999,11.475
337,8.97,5.36,9.089,11.288,10.133,12.620999999999999,9.398,9.102,11.07,11.567,11.533,7.11,5.766,9.468,8.299,9.61,9.06,11.199000000000002,13.597000000000001,12.607000000000001,6.917000000000001,7.035,12.228,9.697000000000001
