,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,MOYENNE
80,12.615,11.870999999999999,12.372,9.014,14.53,14.857999999999999,13.241,13.661,12.392000000000001,13.263,12.595,11.657,10.685,13.402000000000001,8.446,9.21,11.874,13.22,12.779000000000002,10.104,12.705,9.094,12.739,12.014000000000001
85,5.035,11.422,10.935,8.925,11.77,5.5120000000000005,10.045,7.305,5.13,13.265,10.385,7.439,9.121,12.638,13.522,12.103,11.318,13.796,13.172,14.208,11.892999999999999,8.946,10.35,10.357999999999999
94,4.87,9.988999999999999,11.645,8.582,13.267000000000001,16.08,12.829,13.388,13.511,12.949000000000002,13.692,8.521,6.599,14.298,10.783,12.634,10.668,13.722000000000001,15.732000000000001,14.173,12.869000000000002,7.176,13.197000000000001,11.79
95,13.104000000000001,8.575,5.489,7.914,10.841,16.043,11.940999999999999,12.462,14.555,14.423,12.953,7.603,8.975,9.967,8.266,6.524,10.03,11.624,11.982000000000001,11.599,8.919,5.428,11.547,10.468
105,5.052,8.807,10.536,7.32,11.437999999999999,13.838,9.078,10.453,7.691,13.845,11.161,9.502,5.696000000000001,10.297,7.348,7.603,11.812999999999999,12.89,13.122,13.042,11.802999999999999,8.85,12.913,10.177999999999999
106,8.357000000000001,9.052999999999999,11.463,8.179,11.949000000000002,14.085999999999999,12.465,11.925,10.6,14.561,12.63,8.267999999999999,9.69,11.921,8.877,11.288,12.318,14.705,14.088,10.62,11.71,9.202,16.031,11.478
107,9.776,8.316,8.992,10.75,12.939,17.232,12.6,13.095999999999998,13.741,13.302999999999999,12.22,11.511,8.804,10.392000000000001,10.241,11.625,11.436,15.777000000000001,12.713,15.995999999999999,14.665,8.99,13.253,12.103
110,5.092,7.255,6.171,7.752000000000001,11.444,6.367000000000001,9.975,10.722999999999999,5.985,13.479000000000001,13.32,7.202999999999999,9.734,9.488,7.726,7.172999999999999,10.091000000000001,14.673,14.11,13.629000000000001,7.5,5.303999999999999,14.017000000000001,9.487
113,5.711,5.075,8.551,6.5729999999999995,8.953,11.100999999999999,9.792,11.212,9.116,13.800999999999998,13.738,7.877000000000001,6.193,8.289,5.836,8.101,10.583,11.835,13.809000000000001,7.11,8.4,5.371,13.337,9.146
116,10.016,8.673,4.763999999999999,7.321000000000001,9.357000000000001,10.569,10.48,12.061,9.63,12.779000000000002,11.89,8.433,9.937999999999999,9.83,7.865,11.061,14.186,15.617,14.380999999999998,13.911,12.579,6.513,12.251,10.613
136,9.379,8.04,9.241,11.033,13.099,17.842,12.561,13.302999999999999,13.6,13.126,12.165999999999999,11.344000000000001,8.969,10.353,10.295,11.987,11.386,15.493,12.7,16.229,14.702,8.758,13.227,12.123
140,5.297000000000001,9.035,12.161,7.199,12.085999999999999,12.687999999999999,11.189,9.158999999999999,11.204,12.918,11.669,9.963,10.477,11.218,9.949,10.537,11.852,13.129000000000001,14.65,10.444,11.029000000000002,5.807,11.555,10.662
142,5.04,10.151,11.661,8.831,13.758,15.513,12.966,13.539000000000001,13.758,13.395,13.954,9.148,7.296,13.261,10.23,12.463,11.274000000000001,14.345,15.865,14.205,13.302999999999999,7.29,13.562999999999999,11.948
146,7.117000000000001,6.766,9.242,9.255,11.08,10.600999999999999,13.937999999999999,8.759,14.552,11.047,12.969000000000001,8.169,8.988999999999999,10.174,9.923,11.089,11.408,13.71,13.54,13.763,7.805,6.931,11.628,10.540999999999999
151,10.550999999999998,13.287,16.188,10.574000000000002,15.634,15.308,16.043,12.354000000000001,16.589000000000002,14.634,14.095,11.377,11.315999999999999,13.218,13.935,9.736,12.502,16.832,14.197000000000001,11.58,18.297,5.147,13.18,13.329
154,12.225999999999999,11.607000000000001,12.185,8.783999999999999,14.015999999999998,15.005999999999998,13.235,13.136,12.251,13.258,12.194,10.651,10.747,13.578,8.269,9.581,11.414000000000001,13.343,12.345999999999998,10.489,12.482000000000001,8.769,12.87,11.845
157,14.597000000000001,13.118,9.866,6.444,10.258,10.856,11.413,11.215,8.654,11.064,10.147,8.927,5.727,7.191,10.298,10.474,9.338,11.809000000000001,12.259,13.023,11.136,5.4,6.489,9.987
163,6.159,7.562,5.313,8.405,11.626,14.898,11.307,11.229000000000001,10.595,12.754000000000001,12.335,8.626,8.667,8.894,8.648,8.17,10.552,13.499,11.857999999999999,9.758,9.068,7.077999999999999,12.46,9.977
166,8.354,5.301,8.054,7.162999999999999,12.805,11.5,12.011,11.295,11.965,13.237,12.472999999999999,10.453,8.207,8.96,10.49,9.735,10.554,13.222999999999999,12.145999999999999,13.554,14.890999999999998,6.773,11.124,10.62
167,10.5,13.325999999999999,15.982999999999999,10.7,15.713,15.435,16.649,12.534,16.528,13.984000000000002,14.068,11.775,10.761,13.812999999999999,13.587,9.323,12.495999999999999,16.180999999999997,14.338,11.647,18.869,6.086,12.944,13.357999999999999
168,5.641,4.763,10.761,11.069,12.58,13.254000000000001,12.04,11.607000000000001,12.683,13.363,14.159,8.072000000000001,8.103,11.887,8.496,9.708,13.165999999999999,15.394,13.29,11.829,10.148,6.547999999999999,13.625,10.965
171,8.579,4.848,7.78,7.148,10.453,11.619000000000002,8.509,10.524000000000001,10.171,11.578,11.501,8.384,10.639000000000001,9.998,6.6610000000000005,7.074,10.835,12.948,11.460999999999999,9.424,10.575999999999999,5.496,11.357999999999999,9.459
172,4.773,9.075,12.343,7.369,11.977,12.154000000000002,11.479000000000001,9.413,11.040999999999999,13.074000000000002,11.453,9.794,10.221,11.216,10.312000000000001,11.06,11.007,12.661,14.508,10.296,10.564,5.761,11.584000000000001,10.571
183,9.046,8.177,9.729,8.987,11.512,10.642999999999999,12.198,11.429,14.202,12.074000000000002,12.569,6.541,6.6739999999999995,10.562999999999999,11.35,10.472999999999999,12.667,11.437000000000001,13.423,12.054,9.664,6.308,11.43,10.572000000000001
187,7.8629999999999995,8.707,11.626,8.499,12.035,13.985999999999999,12.214,11.8,10.695,14.684000000000001,12.898,8.065,9.96,11.875,8.373,10.71,12.489,14.398,14.863,10.914000000000001,11.969000000000001,8.623,16.191,11.454
192,6.091,6.6610000000000005,8.67,7.18,10.902000000000001,13.237,10.932,8.111,9.394,14.145999999999999,12.58,8.891,9.499,10.901,8.085,7.968999999999999,11.306,14.431,13.439,13.173,12.455,7.319,10.71,10.264000000000001
193,4.895,7.271,6.45,7.757000000000001,11.257,6.522,9.77,10.710999999999999,6.41,13.495,12.869000000000002,7.318,9.911,9.774,7.257999999999999,7.53,10.088,15.045,14.464,13.562000000000001,7.667999999999999,5.577000000000001,13.949000000000002,9.546
196,5.681,4.5680000000000005,8.193999999999999,6.912999999999999,9.094,11.308,9.636000000000001,12.151,8.599,14.209000000000001,14.032,7.797999999999999,5.462000000000001,7.81,5.579,8.294,10.639000000000001,11.714,13.134,6.742999999999999,8.447000000000001,5.565,13.049000000000001,9.07
197,5.265,8.562999999999999,12.002,8.142000000000001,12.287,12.248,11.104000000000001,9.061,11.113,12.697000000000001,11.402000000000001,10.043,10.105,11.222000000000001,9.994,10.392000000000001,11.665999999999999,13.117,14.874,10.543,10.654000000000002,6.007999999999999,11.567,10.612
198,9.113,5.41,7.9479999999999995,7.912999999999999,12.300999999999998,11.715,11.914000000000001,10.799000000000001,12.039000000000001,13.046,12.800999999999998,10.075,8.283,8.628,10.184,9.53,10.196,13.142000000000001,12.082,14.052999999999999,15.094000000000001,6.817,11.17,10.62
199,8.798,7.027,12.167,8.383,12.513,11.738,7.5329999999999995,6.712000000000001,7.98,13.323,12.872,9.293,8.536,12.985999999999999,9.107999999999999,11.526,10.627,14.177999999999999,13.079,12.367,12.48,7.051,13.040999999999999,10.579
200,5.93,4.878,8.619,6.876,9.347000000000001,11.35,9.844,11.767999999999999,9.007,13.869000000000002,14.21,7.835,6.127999999999999,8.397,5.222,8.877,10.567,11.277999999999999,13.672,7.52,9.245,5.25,13.052999999999999,9.25
201,4.773,10.149,11.637,9.058,13.572000000000001,16.847,12.936,13.592,13.779000000000002,13.280999999999999,14.138,9.095,6.632999999999999,13.649000000000001,10.349,12.558,10.742,13.857000000000001,15.526,13.809000000000001,13.377,7.497000000000001,12.873,11.901
213,6.787000000000001,12.532,12.943,10.565,14.152000000000001,15.138,15.557,13.149000000000001,11.94,13.932,15.66,9.508,9.795,12.035,11.639000000000001,16.553,13.319,15.610999999999999,17.663,18.151,15.339,10.925,13.644,13.328
216,5.185,6.524,11.763,9.763,11.488,13.187999999999999,15.583,11.222000000000001,12.207,14.982999999999999,13.787,8.205,6.752000000000001,10.485,7.2410000000000005,8.642999999999999,10.113,12.284,14.225,9.801,8.096,6.972,12.762,10.49
218,9.077,7.537000000000001,9.97,8.689,11.52,10.829,12.517999999999999,11.549000000000001,13.503,11.507,13.185,6.204,6.321000000000001,10.465,11.209000000000001,10.527999999999999,12.728,11.171,13.636,12.055,9.002,5.909,11.794,10.474
221,6.612,8.62,5.215,11.795,11.079,13.007,8.779,8.655,6.88,14.352,12.647,9.905,9.302999999999999,13.183,9.915,9.025,14.342,12.435,14.504000000000001,11.634,6.565,7.907,13.335999999999999,10.422
225,8.924,8.886000000000001,12.850999999999999,8.835,12.234000000000002,13.847000000000001,12.605,11.522,11.74,12.277999999999999,12.716,7.265,9.468,12.939,10.860999999999999,9.836,12.241,14.0,13.817,10.652999999999999,12.478,5.965,12.307,11.229000000000001
232,8.512,6.27,12.495999999999999,7.752000000000001,12.751,11.995999999999999,8.439,6.6370000000000005,7.947,13.065999999999999,13.504000000000001,8.968,8.624,13.512,8.834,10.882,9.891,13.978,13.343,12.039000000000001,12.708,6.976,12.534,10.507
233,10.328,9.701,13.924000000000001,5.778,12.095999999999998,10.164,12.289000000000001,13.315,16.497,11.837,8.896,10.604000000000001,10.857999999999999,11.912,7.281000000000001,5.111000000000001,13.186,11.616,8.552999999999999,9.076,11.729000000000001,6.593999999999999,8.587,10.432
235,8.017999999999999,9.887,11.985,9.982999999999999,12.308,16.795,12.572000000000001,10.147,7.9879999999999995,13.202,12.39,9.465,6.037000000000001,10.789000000000001,10.619000000000002,9.269,11.370999999999999,13.544,13.58,10.439,13.116,7.367999999999999,10.843,10.944
236,5.817,6.435,7.99,8.04,11.757,11.118,12.829,9.713,11.083,12.741,13.423,7.562,10.165,9.613999999999999,11.465,6.667000000000001,11.960999999999999,14.434000000000001,15.379000000000001,12.715,12.245,5.058,11.889000000000001,10.439
237,4.716,6.551,10.367,10.184,10.745999999999999,10.794,12.255999999999998,11.512,8.346,12.965,12.6,8.61,10.957,11.777000000000001,8.568,11.838,12.005,14.045,14.929,13.200999999999999,10.751,7.263,12.729000000000001,10.77
238,6.27,6.192,8.27,7.274,10.876,13.556,11.199000000000002,8.666,9.119,14.132,12.91,9.112,9.585,10.849,7.912000000000001,8.415,11.387,14.204,13.454,13.15,12.705,7.432,11.118,10.339
241,4.919,8.967,12.579,7.9670000000000005,12.629000000000001,12.564,11.263,9.623,10.992,13.28,11.501,9.809,10.413,11.083,9.9,10.705,11.614,12.612,14.34,10.779000000000002,10.357000000000001,5.348,11.587,10.645
242,9.434,8.226,9.939,8.452,11.318,10.297,12.375,11.654000000000002,14.159,12.116,13.315,6.808,6.292000000000001,10.152999999999999,11.279000000000002,10.112,12.535,11.374,13.315999999999999,11.661,9.102,7.059,11.538,10.544
243,9.384,8.052999999999999,10.234,8.998,11.399000000000001,10.824000000000002,12.152999999999999,11.617,14.181,12.158,12.707,6.845,6.638999999999999,10.139,11.197000000000001,10.875,12.911,11.149000000000001,13.885,11.764000000000001,9.385,6.473,11.867,10.645
244,5.894,6.517,8.249,8.545,10.579,13.386,11.036,9.975,8.327,12.617,9.898,4.625,9.226,8.082,7.46,6.457999999999999,11.017999999999999,12.64,11.24,15.169,10.099,4.7410000000000005,9.776,9.372
245,4.544,8.957,12.017000000000001,8.236,12.362,12.159,11.171,9.139,11.345999999999998,12.636,12.148,9.911,10.122,11.15,10.273,10.625,11.452,12.804,14.485,10.637,10.642000000000001,5.8870000000000005,11.708,10.627
248,8.51,7.252999999999999,12.523,8.389,12.103,11.878,8.661,6.825,7.524,13.229000000000001,13.599,9.083,8.898,12.968,8.974,11.261,10.76,13.818,12.917,11.933,13.043,6.499,12.825999999999999,10.585999999999999
259,8.609,4.817,7.912000000000001,7.492000000000001,9.719,11.982999999999999,8.192,10.505999999999998,9.961,12.193,10.732999999999999,8.734,11.009,10.502,6.941,6.847,10.69,12.367,11.139000000000001,9.302,10.764000000000001,5.35,11.640999999999998,9.452
261,7.064,9.937999999999999,11.472999999999999,9.586,11.838,16.689,12.745999999999999,10.004,8.362,13.338,12.487,9.506,5.999,10.290999999999999,9.825,8.731,11.970999999999998,14.119000000000002,13.8,10.31,12.841,7.142,10.97,10.827
262,9.755,8.099,5.047,7.537999999999999,9.42,10.335999999999999,10.743,11.849,9.192,12.9,12.533,8.315,10.360999999999999,9.779,8.451,10.309000000000001,13.89,16.125999999999998,14.578,14.217,12.027999999999999,6.922000000000001,12.296,10.638
263,8.611,8.152999999999999,12.210999999999999,8.346,12.261,13.132,8.613,11.957,13.048,12.08,12.772,11.175999999999998,8.827,10.95,13.399000000000001,12.212,11.350999999999999,13.555,14.969000000000001,13.685,10.947000000000001,9.555,11.55,11.45
264,7.861000000000001,10.807,8.908,12.854000000000001,12.199000000000002,12.042,11.378,12.1,11.546,11.437000000000001,11.35,9.375,9.411,10.578,12.177999999999999,13.427999999999999,13.21,13.878,11.684000000000001,8.763,13.296,7.906000000000001,11.132,11.187999999999999
267,7.002999999999999,9.073,10.618,8.843,11.43,13.149000000000001,13.157,10.175,11.673,12.595,11.593,9.081,8.874,10.636,8.321,8.295,10.421,12.619000000000002,14.52,13.173,10.512,4.902,11.937999999999999,10.548
268,9.618,6.398,10.096,10.603,8.695,11.811,10.189,11.919,7.515,12.392999999999999,12.735999999999999,8.977,8.095,10.31,9.536,10.853,9.401,13.559000000000001,11.724,12.395,8.314,4.175,13.415999999999999,10.119
272,8.113,11.465,8.655,13.088,12.039000000000001,11.654000000000002,11.8,11.83,11.437999999999999,12.038,11.298,9.679,9.567,10.866,11.593,13.460999999999999,13.050999999999998,14.209000000000001,11.734000000000002,8.919,12.645999999999999,7.666,10.629000000000001,11.193
282,6.727,8.661,10.800999999999998,8.982999999999999,11.54,13.052999999999999,12.47,9.672,10.956,12.967,11.561,8.995,8.845,11.344000000000001,7.774,8.722999999999999,10.800999999999998,12.600999999999999,14.432,13.071,10.226,4.782,12.033,10.479000000000001
283,6.149,8.29,4.659,10.987,10.735,13.167,8.576,8.669,6.319,14.384,12.74,9.277999999999999,8.808,12.829,9.525,9.334,13.985,12.759,14.017000000000001,11.552999999999999,6.126,6.981,12.918,10.121
285,4.765,9.914,11.245,9.079,13.575999999999999,15.394,12.779000000000002,13.610999999999999,13.74,13.557,14.2,8.947000000000001,6.978,13.616,10.158,12.444,11.055,14.485999999999999,15.64,14.850999999999999,12.909,6.65,12.960999999999999,11.85
293,12.242,11.294,12.017000000000001,9.137,14.593,14.718,12.675,13.4,12.855,13.07,12.940999999999999,10.833,10.217,13.65,8.465,9.133,12.114,13.667,11.695,10.245,12.289000000000001,8.52,12.619000000000002,11.843
294,9.722000000000001,8.229,5.053999999999999,8.161,9.788,10.602,10.718,12.504000000000001,9.439,13.182,12.259,8.445,9.85,9.425,7.559,10.789000000000001,14.217,15.683,13.882,14.11,12.442,6.348,12.48,10.647
295,10.177,13.475,15.821,10.39,15.485999999999999,15.37,15.829,12.145999999999999,16.736,14.154000000000002,13.565999999999999,11.71,10.958,13.672,14.21,9.471,12.603,16.575,14.145,11.947000000000001,19.042,5.816,13.229000000000001,13.327
296,6.064,6.688,8.202,8.988999999999999,10.759,13.224,10.847000000000001,10.279000000000002,8.047,12.687999999999999,9.925,4.199,9.405,8.174,7.2170000000000005,6.971,11.205,12.499,10.722000000000001,14.862,10.119,4.288,9.554,9.345
297,8.935,5.926,9.873,10.423,8.873,11.445,9.74,12.083,7.393,12.247,12.745,9.267000000000001,7.92,9.763,8.677,10.85,9.273,13.97,11.902000000000001,12.513,8.264,3.6239999999999997,13.187999999999999,9.952
304,8.588,5.587000000000001,8.186,7.774,12.392000000000001,11.7,11.755999999999998,10.921,11.912,13.607000000000001,12.477,9.972000000000001,8.331,8.676,10.295,9.217,9.942,13.67,12.212,13.777999999999999,14.452,7.1339999999999995,11.062000000000001,10.593
306,14.581,13.254000000000001,9.396,6.8,10.067,11.035,10.783,11.093,8.133,11.107000000000001,10.115,9.016,5.617999999999999,7.324,10.761,10.687000000000001,9.39,12.18,12.095999999999998,13.439,11.136,5.638999999999999,6.0,9.985
307,6.337999999999999,6.218999999999999,8.875,6.803,11.202,13.72,11.440999999999999,8.765,9.207,14.251,13.22,8.701,9.724,11.377,8.014,8.071,10.989,14.408,13.672,13.402999999999999,12.587,7.165,10.879000000000001,10.392999999999999
308,9.641,8.639,4.437,7.632000000000001,9.657,10.062999999999999,10.832,11.884,9.584,13.238,12.725,9.198,10.11,9.946,8.52,10.181000000000001,14.142999999999999,15.767999999999999,14.753,13.539000000000001,11.959000000000001,6.407,11.901,10.642000000000001
315,10.167,8.014,4.718999999999999,7.565,9.446,10.648,10.647,12.321,9.436,12.902000000000001,12.488,8.753,10.072000000000001,9.633,8.073,10.232000000000001,13.855,15.908,14.344000000000001,13.982000000000001,12.345,6.6160000000000005,12.652000000000001,10.644
317,6.676,12.753,12.714,10.636,14.034,15.364,15.866,13.828,11.940999999999999,13.347000000000001,15.508,9.736,10.116,11.652999999999999,11.328,16.722,13.265,15.651,17.84,18.445999999999998,15.530999999999999,10.953,13.959000000000001,13.385
319,5.197,10.171,10.835999999999999,7.612,10.66,13.754000000000001,10.18,10.477,8.931000000000001,12.474,11.665999999999999,7.726,7.2,10.955,8.191,8.55,10.187000000000001,13.649000000000001,13.831,10.437999999999999,11.690999999999999,6.064,12.232000000000001,10.116
320,8.515,11.07,8.602,12.731,12.493,12.283,11.435,12.122,11.47,11.767999999999999,11.312999999999999,9.204,9.877,11.354000000000001,12.198,13.675,13.079,14.06,11.807,9.373,13.251,7.939,11.232999999999999,11.341
325,7.542000000000001,6.697,8.842,9.138,10.58,10.683,14.552999999999999,8.69,14.579,11.512,13.294,8.031,9.367,10.043,9.88,10.787,11.561,14.219000000000001,13.099,13.815999999999999,7.962000000000001,6.545,12.050999999999998,10.585999999999999
333,5.2379999999999995,8.459,12.329,7.792999999999999,12.222000000000001,12.263,11.472000000000001,9.107999999999999,10.783,12.899000000000001,11.648,9.674,9.785,10.821,10.345999999999998,10.231,11.100999999999999,12.539000000000001,14.732000000000001,10.36,10.852,5.775,11.806,10.532
334,4.6930000000000005,11.525,10.597000000000001,8.384,12.005999999999998,5.114,10.322000000000001,7.346,4.907,13.107999999999999,10.682,7.1129999999999995,8.498,12.994000000000002,13.797,11.815,11.293,13.902000000000001,13.17,14.963,11.969000000000001,8.649,10.754000000000001,10.331
339,5.516,5.144,8.054,6.806,8.889,11.245,10.182,11.849,8.985,13.895999999999999,14.439,7.382999999999999,5.925,8.064,5.604,8.57,11.15,11.792,13.694,7.392,8.39,5.205,13.56,9.206
341,5.537000000000001,7.9110000000000005,5.815,9.011000000000001,11.994000000000002,14.561,10.497,11.717,10.634,12.429,12.267999999999999,9.715,8.591000000000001,9.261000000000001,8.907,7.2010000000000005,10.571,13.792,11.607000000000001,9.362,9.035,6.602,12.046,9.959
354,10.222000000000001,9.704,13.709000000000001,5.9879999999999995,12.078,10.221,12.637,12.806,16.325,12.235999999999999,8.853,10.845,10.460999999999999,11.663,6.9910000000000005,5.08,12.93,11.780999999999999,8.19,9.27,12.144,6.539,8.613,10.404000000000002
360,6.436,7.709,5.447,8.351,11.949000000000002,14.217,10.68,11.960999999999999,10.565999999999999,12.784,12.026,9.386000000000001,8.589,9.696,8.633,7.553999999999999,10.862,13.595999999999998,12.154000000000002,9.578,8.932,7.04,12.527000000000001,10.029
362,8.816,10.489,9.253,12.967,12.408,11.876,11.607000000000001,12.062000000000001,11.437999999999999,11.960999999999999,11.185,9.127,9.192,10.402999999999999,11.888,13.222999999999999,13.584000000000001,13.818,11.199000000000002,9.328,13.253,7.919,10.33,11.187999999999999
364,8.906,8.347000000000001,11.622,8.701,12.788,11.936,8.322000000000001,11.239,11.839,13.192,12.522,9.594,7.36,10.209,10.293,7.461,12.689,11.954,14.937000000000001,8.959,11.254000000000001,7.068,12.555,10.597999999999999
